会社,証券コード,時価総額,PER,前日比 (%),年初来 (%),5年前比 (%),,,
"Bionano Genomics, Inc.",BNGO,19725489.72,,-5.888,-32.94036061,-98.42764228,,4221,19725489.72
"Bolt Biotherapeutics, Inc.",BOLT,19618740.83,,-1.612,-4.204821529,,,4222,19618740.83
Sadot Group Inc.,SDOT,19610436.02,13.06,0.737,-9.894459103,,,4223,19610436.02
"Eureka Homestead Bancorp, Inc.",ERKH,19566317.75,,,2.2408963585434094,50.20576131687241,,4224,19566317.75
RELIABILITY INC,RLBY,19483500,,18.082,-6.553956835,-71.45274725,,4225,19483500
"Sundance Strategies, Inc.",SUND,19464675.332000002,,,-29.43586157,-79.91111111,,4226,19464675.33
EF Hutton Acquisition Corp I,EFHT,19411680.71,,-59.918,-70.75848303,,,4227,19411680.71
"TEB Bancorp, Inc.",TBBA,19333534.88,,,10.284431137724553,-13.32941176,,4228,19333534.88
"Latch, Inc.",LTCH,19315037.64,,,-7.692307692,,,4229,19315037.64
"SolarWindow Technologies, Inc.",WNDW,19204622.04,,0.278,27.42675608895165,-85.84313725,,4230,19204622.04
INTEGRATED RAIL & RESOURCES ACQUISITION CORP,IRRX,19173013.86,5.41,,,,,4231,19173013.86
"WAVEDANCER, INC.",WAVD,19145341.8,,45.413,462.7218934911243,,,4232,19145341.8
Cohen & Co Inc.,COHN,19111489.6,0.36,-1.166,-5.314009662,159.75630087943415,,4233,19111489.6
"MEI Pharma, Inc.",MEIP,19109073.88,,3.725,16.58536585365853,-92.14438747,,4234,19109073.88
"Ocean Biomedical, Inc.",OCEA,18829059.12,,-5.923,-2.350813743,,,4235,18829059.12
HOOKIPA Pharma Inc.,HOOK,18827292.9,,0.515,-2.985074627,-98.26666667,,4236,18827292.9
PureBase Corp,PUBC,18781049.78,,56.25,8.695652173913032,-68.75,,4237,18781049.78
"PALTALK, INC.",PALT,18751083.61,,-0.976,2.010050251256274,99.01960784313724,,4238,18751083.61
Raphael Pharmaceutical Inc.,RAPH,18701418,,,284.6153846153846,,,4239,18701418
"Snail, Inc.",SNAL,18626262.54,5.99,10.732,22.043010752688176,,,4240,18626262.54
GLOBAL ACQUISITIONS Corp,AASP,18591606.4,,,-30.90909091,578.3291681542305,,4241,18591606.4
Local Bounti Corporation,LOCL,18523131.66,,-0.926,3.381642512077306,,,4242,18523131.66
ELECTRO SENSORS INC,ELSE,18511313.400000002,42.07,0.559,4.487142276658744,46.68332699516489,,4243,18511313.4
"Soluna Holdings, Inc",SLNH,18503868.11,,0.913,5.238095238095241,-90.17559458,,4244,18503868.11
"BullFrog AI Holdings, Inc.",BFRG,18471882.240000002,,0.474,6,,,4245,18471882.24
Carisma Therapeutics Inc.,CARM,18399273.04,,-3.461,5.2292263610315075,-75.00250996,,4246,18399273.04
TABLE TRAC INC,TBTC,18380027.12,11.18,2.987,7.162162162162147,13.285714285714278,,4247,18380027.12
"ADVENT TECHNOLOGIES HOLDINGS, INC.",ADN,18350095.68,,4.036,39.19999999999999,-97.72102161,,4248,18350095.68
"Bridgeline Digital, Inc.",BLIN,18126639.66,,4.192,10.126582278480996,13.725490196078425,,4249,18126639.66
Patagonia Gold Corp.,HGLD,18091463.35,,,257.14285714285717,11.111111111111114,,4250,18091463.35
Prenetics Global Ltd,PRE,18079555.938733336,,-4.629,-2.49137931,,,4251,18079555.94
"PIERIS PHARMACEUTICALS, INC.",PIRS,17955264,,,,-94.92537313,,4252,17955264
"MIRA PHARMACEUTICALS, INC.",MIRA,17884870.849999998,,0.833,6.1403508771929864,,,4253,17884870.85
Fathom Digital Manufacturing Corp,FATH,17879126.05,2.72,,,,,4254,17879126.05
"Mill City Ventures III, Ltd",MCVT,17878714,,12,43.42792747,112.72554605887942,,4255,17878714
Mawson Infrastructure Group Inc.,MIGI,17845192.994599998,,4.698,14.54130644,-92.05083333,,4256,17845192.99
"Envirotech Vehicles, Inc.",EVTV,17778968.720000003,,-6.195,-12.39669421,-66.875,,4257,17778968.72
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,ASPS,17766274.24,,-1.669,-0.547611804,-96.63336766,,4258,17766274.24
"Finch Therapeutics Group, Inc.",FNCH,17575076.04,,0.321,-3.14159292,,,4259,17575076.04
"MALACHITE INNOVATIONS, INC.",MLCT,17489579.06,,2.632,8.333333333333343,,,4260,17489579.06
Investcorp AI Acquisition Corp.,IVCA,17483253,4.49,,0.4237288135593218,,,4261,17483253
Summit Networks Inc.,SNTW,17476196.43,,,,-50.75,,4262,17476196.43
Sotherly Hotels Inc.,SOHO,17467265.2,11.43,1.441,-5.518574189,-86.66666667,,4263,17467265.2
Integra Resources Corp.,ITRG,17435298.75,,-0.35,-8.242326704,-85.71006579,,4264,17435298.75
"Wilhelmina International, Inc.",WHLM,17431822.72,30.21,,-4.788732394,-15.5,,4265,17431822.72
OPGEN INC,OPGN,17417832.03,,20.139,190.75630252100837,-99.47575758,,4266,17417832.03
CervoMed Inc.,CRVO,17415393.509999998,,,-9.829059829,-94.25615898,,4267,17415393.51
Clean Vision Corp,CLNV,17410757.31,,9.949,19.39058171745151,-46.125,,4268,17410757.31
"Charlotte's Web Holdings, Inc.",CWBHF,17353845.19,,-0.901,17.02127659574468,-98.75187219,,4269,17353845.19
SPINDLETOP OIL & GAS CO,SPND,17321653.509999998,,37.433,28.5,-3.018867925,,4270,17321653.51
Planet Green Holdings Corp.,PLAG,17230901.32,,-1.417,-8.824662813,-90.38211382,,4271,17230901.32
Lakeshore Acquisition II Corp.,LBBB,17188266,,,-72.72727273,,,4272,17188266
JEWETT CAMERON TRADING CO LTD,JCTCF,17138481.779999997,,-2.004,-9.944751381,-35.65789474,,4273,17138481.78
Timberline Resources Corp,TLRS,17118653.3,,,76.66666666666669,5.7511737089201915,,4274,17118653.3
"SYNLOGIC, INC.",SYBX,17076319.14,,0.69,4.285714285714292,-96.95357329,,4275,17076319.14
"NANOVIRICIDES, INC.",NNVC,17072930,,-0.833,-16.78321678,-63.93939394,,4276,17072930
GREENWAY TECHNOLOGIES INC,GWTI,17033914.84,,-14.894,-11.11111111,-52.94117647,,4277,17033914.84
EVENTIKO INC.,EVTK,17032031.25,,1.562,210.1145038167939,,,4278,17032031.25
Sino Green Land Corp.,SGLA,16990022.49,,,,-96.03773585,,4279,16990022.49
SEACHANGE INTERNATIONAL INC,SEAC,16952962.08,,,0.9230769230769198,-91.71717172,,4280,16952962.08
NEPHROS INC,NEPH,16870760,,-2.806,8.843537414965994,-83.96793587,,4281,16870760
Fortune Rise Acquisition Corp,FRLA,16821815.45,,,,,,4282,16821815.45
GLYCOMIMETICS INC,GLYC,16765829.08,,3.093,4.417670682730929,-94.65020576,,4283,16765829.08
Cetus Capital Acquisition Corp.,CETU,16720762.500000002,,,-78.85714286,,,4284,16720762.5
BriaCell Therapeutics Corp.,BCTX,16709172.858000001,,-1.818,-33.09734513,,,4285,16709172.86
GLEN BURNIE BANCORP,GLBZ,16707922.559999999,175.23,1.492,-1.115879828,-50.34482759,,4286,16707922.56
Mobiv Acquisition Corp,MOBV,16702960,,6.157,-51.3618677,,,4287,16702960
Digihost Technology Inc.,DGHI,16620805.89,,20,48.00000000000003,90.72164948,,4288,16620805.89
BARNWELL INDUSTRIES INC,BRN,16588331.1,,1.227,9.271523178807954,43.47826086956522,,4289,16588331.1
Mirage Energy Corp,MRGE,16391488.38,,,392.53731343283584,-42.32785739,,4290,16391488.38
Trustfeed Corp.,TRFE,16370707.35,,111.268,47.78325123152706,-95.3125,,4291,16370707.35
"Exceed World, Inc.",EXDW,16350000,,,,-16.66666667,,4292,16350000
Scott's Liquid Gold - Inc.,SLGD,16249737.5,,-94.104,34.394151166541235,-10.71428571,,4293,16249737.5
Bright Green Corp,BGXX,16153553.871000001,,12.968,62.50000000000003,,,4294,16153553.87
QUOTEMEDIA INC,QMCI,16140334.385219999,,-2.252,29.361856417693986,6.437947494033409,,4295,16140334.39
Greenidge Generation Holdings Inc.,GREE,16090632.649999999,,10.405,23.225806451612897,-85.19379845,,4296,16090632.65
"KNOW LABS, INC.",KNW,15998494.527999999,,7.48,-14.00348635,-93.48017621,,4297,15998494.53
STREAMLINE HEALTH SOLUTIONS INC.,STRM,15981674.5,,0.809,-0.531914894,-80.21164021,,4298,15981674.5
Ashford Inc.,AINC,15973455.75,,,35.04333885824525,-85.25660042,,4299,15973455.75
CAMBELL INTERNATIONAL HOLDING CORP.,BIMT,15951650.000000002,,,,-27.86885246,,4300,15951650
WARPSPEED TAXI INC.,WRPT,15884817,,,-11.21526615,,,4301,15884817
SONIM TECHNOLOGIES INC,SONM,15881543.139999999,,,3.328050713153715,-99.15324675,,4302,15881543.14
"Quarta-Rad, Inc.",QURT,15831227.83,,-3.81,1,-48.20512821,,4303,15831227.83
PSYCHEMEDICS CORP,PMD,15780789.920000002,,0.369,-8.108108108,-70.10989011,,4304,15780789.92
"DatChat, Inc.",DATS,15738790.670000002,,-10.598,193.8202247191012,,,4305,15738790.67
"Minerva Neurosciences, Inc.",NERV,15595295.379999999,,3.721,0.37810586964350534,-96.92498621,,4306,15595295.38
China Foods Holdings Ltd.,CFOO,15594277.93,,,,Infinity,,4307,15594277.93
"NKGen Biotech, Inc.",NKGN,15566517.915199999,,-4.429,-32.81440781,,,4308,15566517.92
"Inrad Optics, Inc.",INRD,15479062.750000002,,,-5.217391304,-40.76086957,,4309,15479062.75
PLASMA INNOVATIVE INC.,PMIN,15466668,,,,,,4310,15466668
"Stran & Company, Inc.",SWAG,15440361.6,,8.428,-7.810243306,,,4311,15440361.6
Nano Labs Ltd,NA,15420000,,-4.815,-13.86918394,,,4312,15420000
"TANCHENG GROUP CO., LTD.",QSJC,15379240.499999998,,,,,,4313,15379240.5
Cingulate Inc.,CING,15290229.08,,-4.418,-3.448275862,,,4314,15290229.08
NORTHERN MINERALS & EXPLORATION LTD.,NMEX,15283149.639999999,,-24.909,-27.04402516,301.6620498614958,,4315,15283149.64
"NOCERA, INC.",NCRA,15278515.830000002,,9,28.789391535110497,,,4316,15278515.83
ODYSSEY MARINE EXPLORATION INC,OMEX,15274277.072999999,2.86,6.694,-2.375,-83.72916667,,4317,15274277.07
"brooqLy, Inc.",BRQL,15219000,,,,,,4318,15219000
"SPRUCE BIOSCIENCES, INC.",SPRB,15067188.12,,-4.752,-13.14285714,,,4319,15067188.12
AIR INDUSTRIES GROUP,AIRI,15044373.120000001,,2.05,10.073710073710075,-82.22222222,,4320,15044373.12
"China Liaoning Dingxu Ecological Agriculture Development, Inc.",CLAD,14994075.19,,,,-40.58823529,,4321,14994075.19
CHICAGO RIVET & MACHINE CO,CVR,14975046,,-2.76,-2.146464646,-39.94575746,,4322,14975046
"Rocky Mountain Chocolate Factory, Inc.",RMCF,14967703.43,,-6.19,-18.93004115,-77.84026997,,4323,14967703.43
Mountain Province Diamonds Inc.,MPVDF,14959520.65,,0.709,-3.79403794,-92.0045045,,4324,14959520.65
"Acurx Pharmaceuticals, Inc.",ACXP,14916119.88,,12.198,8.476658476658486,,,4325,14916119.88
LSEB Creative Corp.,LSEB,14901985,,-5,-5,,,4326,14901985
DATASEA INC.,DTSS,14882704.200000001,5551.18,1.449,-8.296943231,-93.45794393,,4327,14882704.2
CLEARONE INC,CLRO,14731438.360800002,,-2.614,-21.44683027,-12.25615606,,4328,14731438.36
"BioXcel Therapeutics, Inc.",BTAI,14705437.215999998,,-0.521,-7.996790586,-98.0286533,,4329,14705437.22
"Jingbo Technology, Inc.",SVMB,14617383,,,27.906976744186053,Infinity,,4330,14617383
ACELRX PHARMACEUTICALS INC,ACRX,14578951.34,0.15034965034965037,7.5,17.006802721088434,-98.43065693,,4331,14578951.34
PRINCETON CAPITAL CORP,PIAC,14518570.350499999,,-6.408,-6.40776699,-59.83333333,,4332,14518570.35
"Nauticus Robotics, Inc.",KITT,14480893.499999998,,1.802,45.80645161,,,4333,14480893.5
"XERIANT, INC.",XERI,14427669.91,,3.814,37.64044943820227,-13.73239437,,4334,14427669.91
Innovative Eyewear Inc,LUCY,14384840.719999999,,-0.169,19.715447154471534,,,4335,14384840.72
Pacific Sports Exchange Inc.,PSPX,14375000,1447.93,,,,,4336,14375000
"Mercer Bancorp, Inc.",MSBB,14362498.799999999,47.32,,0.2857142857142918,,,4337,14362498.8
"Ault Alliance, Inc.",AULT,14353527.333600001,,-1.787,-91.06737968,-99.99874389,,4338,14353527.33
"EKSO BIONICS HOLDINGS, INC.",EKSO,14331937.4,,-5.716,6.803278689,-88.64488017,,4339,14331937.4
"BASANITE, INC.",BASA,14295615.94,,-24.983,-8.416666667,-75.73951435,,4340,14295615.94
"Hanryu Holdings, Inc.",HRYU,14281396.383392999,,-5.442,-66.61271605,,,4341,14281396.38
"ProPhase Labs, Inc.",PRPH,14212209.463700002,,-0.783,-21.371021,-62.92337914,,4342,14212209.46
EDUCATIONAL DEVELOPMENT CORP,EDUC,14173372.21,,1.015,0.096969697,-71.0245614,,4343,14173372.21
FaZe Holdings Inc.,FAZE,14143965.897499999,,,1.3888888888888857,,,4344,14143965.9
JRSIS HEALTH CARE Corp,JRSS,14127974.55,,,11.333333333333357,-99.74307692,,4345,14127974.55
"Aqua Metals, Inc.",AQMS,14120936.28,,-1.493,-21.42857143,-86.44578313,,4346,14120936.28
BranchOut Food Inc.,BOF,14057231.58,,-0.556,3.468208092485554,,,4347,14057231.58
"Marpai, Inc.",MRAI,14022941.64,,-0.971,7.368421052631575,,,4348,14022941.64
CUMULUS MEDIA INC,CMLS,14005842.479999999,,-3.448,25.37313432835819,-94.6969697,,4349,14005842.48
"United Health Products, Inc.",UEEC,14004660.43,129.22,-4.274,5.4613935969868095,-95.69230769,,4350,14004660.43
HCW Biologics Inc.,HCWB,13994655.78,,3.237,-17.05895539,,,4351,13994655.78
BiomX Inc.,PHGE,13945089.05,,0.947,5.081495686,-99.17682403,,4352,13945089.05
"Cell Source, Inc.",CLCS,13909818.88,,,-8.571428571,-70.37037037,,4353,13909818.88
"Guerrilla RF, Inc.",GUER,13899104.8,,11.475,-1.449275362,,,4354,13899104.8
VANJIA CORP,VNJA,13860000,391.61,,-3.347280335,Infinity,,4355,13860000
SUNRISE REAL ESTATE GROUP INC,SRRE,13738385,,,,-39.99994,,4356,13738385
TAITRON COMPONENTS INC,TAIT,13672276.8,10.17,,0.9434328532049676,-8.142009627,,4357,13672276.8
Translational Development Acquisition Corp.,TDAC,13643069.670157067,,-0.86956,-92.53926702,,,4358,13643069.67
Sprott ESG Gold ETF,SESG,13639500,,,6.993127949723927,,,4359,13639500
"BioRestorative Therapies, Inc.",BRTX,13632240.43,,-2.716,37.76223776223776,-87.6875,,4360,13632240.43
AIM ImmunoTech Inc.,AIM,13620438.15,,8.418,7.979797979797979,-70.30555556,,4361,13620438.15
"Gouverneur Bancorp, Inc.",GOVB,13617748.200000001,25.26,-1.205,1.631894236727959,-53.13699971,,4362,13617748.2
"Borqs Technologies, Inc.",BRQS,13460440.5,,,106.63142719846226,-99.24508427,,4363,13460440.5
"Medalist Diversified REIT, Inc.",MDRR,13416577.799999999,34.16,,-9.562471809,-80.33079579,,4364,13416577.8
"Sensei Biotherapeutics, Inc.",SNSE,13330230.870000001,,4.167,8.141195674,,,4365,13330230.87
VAPOTHERM INC,VAPO,13320182.61,,,117,-97.27933801,,4366,13320182.61
"Pharma-Bio Serv, Inc.",PBSV,13315722.94,,9.434,5.473722494999066,9.929682909724974,,4367,13315722.94
"SPLASH BEVERAGE GROUP, INC.",SBEV,13292553.061800001,,2.62,33.78881988,-91.45238095,,4368,13292553.06
ImmunoPrecise Antibodies Ltd.,IPA,13279142.826000001,,-5.339,28.758804955064363,-75.90454545,,4369,13279142.83
WeTrade Group Inc.,WETG,13256906.5,,5.208,31.16883116883116,,,4370,13256906.5
"Imunon, Inc.",IMNN,13240575.47,,1.682,-3.884210526,-96.24238683,,4371,13240575.47
FALCONSTOR SOFTWARE INC,FALC,13176068.15,,,-7.5,-53.16455696,,4372,13176068.15
"KwikClick, Inc.",KWIK,13175662.878250001,,,30.230769230769226,-99.60882625,,4373,13175662.88
AppTech Payments Corp.,APCX,13145760.97,,-2.939,-8.575273986,212.82894736842104,,4374,13145760.97
Progressive Care Inc.,RXMD,13130067.91,,,-32.80254777,-74.26829268,,4375,13130067.91
"China Health Industries Holdings, Inc.",CHHE,13114501.37,,,-27.23636364,-69.21538462,,4376,13114501.37
"SALEM MEDIA GROUP, INC.",SALM,13100645.97,,4.266,-4.008730159,-59.13885135,,4377,13100645.97
Elite Health Systems Inc.,USNU,13038693,,-10.706,-6.25,321.3483146067416,,4378,13038693
Concrete Leveling Systems Inc,CLEV,12905607.280000001,,13.58,39.372822299651574,-69.83606557,,4379,12905607.28
MICROALLIANCE GROUP INC.,MALG,12856569.22,,,,-99.77789474,,4380,12856569.22
Flora Growth Corp.,FLGC,12830536.95,,3.171,-6.805825243,,,4381,12830536.95
Wag! Group Co.,PET,12771422.280000001,,-1.724,7.637431809,,,4382,12771422.28
"Crown Equity Holdings, Inc.",CRWE,12672307.200000001,6.74,,,-48.38709677,,4383,12672307.2
"Lyra Therapeutics, Inc.",LYRA,12476227.71,,1.871,-7.65503876,,,4384,12476227.71
"Conifer Holdings, Inc.",CNFR,12467338.620000001,,2,-12.82051282,-74.30730479,,4385,12467338.62
"Cano Health, Inc.",CANO,12434954.599999998,,,-60.81771721,,,4386,12434954.6
RemSleep Holdings Inc.,RMSL,12372723.8,,-8.427,-1.807228916,-23.8317757,,4387,12372723.8
"TherapeuticsMD, Inc.",TXMD,12224377.92,,1.923,23.255813953488385,-99.1092437,,4388,12224377.92
"Strong Global Entertainment, Inc.",SGE,12210655.1,,,-3.04016014,,,4389,12210655.1
"CISO Global, Inc.",CISO,12176521.98,,3,-70.31700288,,,4390,12176521.98
Plutonian Acquisition Corp.,PLTN,12151863.81,,,-77.16165414,,,4391,12151863.81
"STRATA Skin Sciences, Inc.",SSKN,12138078.51,,-1.689,,-86.83257919,,4392,12138078.51
SemiLEDs Corp,LEDS,12122931.58,,12.819,30.31007751937983,-15.95,,4393,12122931.58
International Land Alliance Inc.,ILAL,12105903.705500001,1.21,-0.957,24.65245598,-88.60169492,,4394,12105903.71
Athena Bitcoin Global,ABIT,12016875,,-8.344,-34.15077203,141.66666666666666,,4395,12016875
GSE SYSTEMS INC,GVP,11967236.19,,,128.3582089552239,-61.75,,4396,11967236.19
"BITMINE IMMERSION TECHNOLOGIES, INC.",BMNR,11900282.1,,,-23.07692308,-78.87323944,,4397,11900282.1
"BIMINI CAPITAL MANAGEMENT, INC.",BMNM,11844373.26,,-6.8,-6.8,-28.30769231,,4398,11844373.26
"Charlie's Holdings, Inc.",CHUC,11789468.929119999,,,-15.98043575,-78.52727273,,4399,11789468.93
"Dror Ortho-Design, Inc.",DROR,11771064.526800001,,146,119.64285714285717,-6.818181818,,4400,11771064.53
"PharmaCyte Biotech, Inc.",PMCB,11741305.790000001,0.52,4.334,7.3248407643312134,-97.65972222,,4401,11741305.79
KIORA PHARMACEUTICALS INC,KPRX,11733081.08,2.11,11.714,18.48484848,-99.85709064,,4402,11733081.08
KIDOZ INC.,KDOZF,11644254.03,,,-11.4,-58.67537313,,4403,11644254.03
"Dolphin Entertainment, Inc.",DLPN,11637528.307599999,,3.228,-2.560747664,-85.31549296,,4404,11637528.31
"HFactor, Inc.",HWTR,11607505.22,,,,Infinity,,4405,11607505.22
"urban-gro, Inc.",UGRO,11590722.22,,-3.1,-0.391700191,-97.82199074,,4406,11590722.22
"WISA TECHNOLOGIES, INC.",WISA,11574063.72,,-4.487,-27.31707317,-99.99908025,,4407,11574063.72
AVALON HOLDINGS CORP,AWX,11572517.44,,-6.133,-9.043927649,78.68020304568529,,4408,11572517.44
"Benson Hill, Inc.",BHIL,11555497.799999999,,-1.047,-4.060913706,,,4409,11555497.8
OneMeta Inc.,ONEI,11548086.4,,-6.849,-71.66666667,-66,,4410,11548086.4
"INNOVATIVE MEDTECH, INC.",IMTH,11483069.48,1.45,,,-79.435,,4411,11483069.48
INTEGRATED BIOPHARMA INC,INBP,11437851.8,26.6,2.703,15.256293600242657,55.102040816326536,,4412,11437851.8
AmeriCrew Inc.,ACRU,11366363.72,,,,-32.06603774,,4413,11366363.72
"KonaTel, Inc.",KTEL,11350104.372200001,2.77,,44.94444444444446,73.93333333333337,,4414,11350104.37
"SOCKET MOBILE, INC.",SCKT,11342499.678000001,,-1.232,12.135338345864668,-13.54202899,,4415,11342499.68
LexaGene Holdings Inc.,LXXGQ,11335733.51,,,,,,4416,11335733.51
BION ENVIRONMENTAL TECHNOLOGIES INC,BNET,11306434,,-1.961,17.577895355673135,-60.78431373,,4417,11306434
Graphene & Solar Technologies Ltd,GSTX,11305597.74,,,-60.15936255,-80,,4418,11305597.74
UPAY,UPYY,11289980.799999999,,,-22.22222222,,,4419,11289980.8
"RELMADA THERAPEUTICS, INC.",RLMD,11279116.707600001,,-1.657,-28.11538462,-99.07953706,,4420,11279116.71
"Iveda Solutions, Inc.",IVDA,11217059.62,,-2.54,-14.57489879,-97.25260417,,4421,11217059.62
ASPAC I Acquisition Corp.,ASCA,11216680.719999999,,,-72.3853211,,,4422,11216680.72
Evolve Transition Infrastructure LP,SNMP,11211123.280000001,,,2.3076923076922924,-61.3372093,,4423,11211123.28
"Oncotelic Therapeutics, Inc.",OTLC,11200464.5,,-20.977,-21.42857143,-83.91812865,,4424,11200464.5
ASTROTECH Corp,ASTC,11188868.18,,-0.678,-2.157738095,-89.75856698,,4425,11188868.18
"ENZON PHARMACEUTICALS, INC.",ENZN,11121058.259550001,7.31,-6.344,-4.00384369,-31.88636364,,4426,11121058.26
Mars Acquisition Corp.,MARX,11094111.36,6.33,,-73.47593583,,,4427,11094111.36
"Rubicon Technology, Inc.",RBCN,11063116.35,,,3.030303030303031,110.83937636192934,,4428,11063116.35
JanOne Inc.,JAN,11055552.81,,4.206,301.8018018018018,-48.13953488,,4429,11055552.81
"Fresh Vine Wine, Inc.",VINE,11021999.007299999,,22.977,18.539518900343637,,,4430,11021999.01
INNOVATIVE DESIGNS INC,IVDN,10997960.87,,-3.333,44.99999999999997,,,4431,10997960.87
Carmell Corp,CTCX,10979519.76,,-8.661,88.17628090290216,,,4432,10979519.76
"Black Knight, Inc.",BKI,10973111.869852165,,,-99.88663968,-99.8611662,,4433,10973111.87
Fintech Scion Ltd,FINR,10930845.37,,,,-50,,4434,10930845.37
Green Planet Bio Engineering Co. Ltd.,GPLB,10803457.08,103.34,,,1250,,4435,10803457.08
Singularity Future Technology Ltd.,SGLY,10790755.36,,4.762,90.12345679012347,29.438957764236164,,4436,10790755.36
BIOMERICA INC,BMRA,10765853.44,,-9.348,113.26224591802733,-78.30508475,,4437,10765853.44
"Frequency Therapeutics, Inc.",FREQ,10711286.02,,5.941,-92.21818182,,,4438,10711286.02
Tofla Megaline Inc.,TFLM,10704070,,,32.45033112582783,,,4439,10704070
byNordic Acquisition Corp,BYNO,10687800,48.82,,-0.437828371,,,4440,10687800
EMERSON RADIO CORP,MSN,10626539.26,,3.019,20.238095238095227,-41.95402299,,4441,10626539.26
"AEye, Inc.",LIDR,10594451.68,,-10.078,-8.661417323,,,4442,10594451.68
Sidus Space Inc.,SIDU,10570680.959999999,,7.469,-47.14285714,,,4443,10570680.96
"AYTU BIOPHARMA, INC",AYTU,10546167.84,,-2,0.8823529411764639,-98.95171149,,4444,10546167.84
"bioAffinity Technologies, Inc.",BIAF,10519628.63,,-6.755,-25.82417582,,,4445,10519628.63
SIGMATRON INTERNATIONAL INC,SGMA,10463982.48,,0.588,-3.93258427,-57.71513353,,4446,10463982.48
Edoc Acquisition Corp.,ADOC,10426377.3,,,-75.34602076,,,4447,10426377.3
"Presidio Property Trust, Inc.",SQFT,10385506.07,,1.592,-9.875,,,4448,10385506.07
"Hoth Therapeutics, Inc.",HOTH,10355706,,-5.063,100.50795348215479,-98.83608147,,4449,10355706
RYVYL Inc.,RVYL,10353249.2,,7.692,7.692307692307693,-95.55047038,,4450,10353249.2
"Astra Space, Inc.",ASTR,10344403.916000001,,,,,,4451,10344403.92
"AgileThought, Inc.",AGIL,10323660.69,,137.349,-95.30952381,,,4452,10323660.69
I-ON Digital Corp.,IONI,10319953.1,,8.941,1.7567567567567437,282.2335025380711,,4453,10319953.1
